Unnamed: 0,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Description,Licensed,official_video,Stream,spotify_track_id,release_date_raw,release_date
10010,No Te Va Gustar,https://open.spotify.com/artist/4ZDoy7AWNgQVmX7T0u0B1j,A Las Nueve,Otras Canciones,album,spotify:track:68cko9zdsKwaxgb98sF36S,0.626,0.632,2.0,-8.036,0.0285,0.257,0.0,0.829,0.651,128.01,202063.0,https://www.youtube.com/watch?v=30oa0b2mdUo,No Te Va Gustar - A Las Nueve (Video Oficial),No Te Va Gustar,80379330.0,256240.0,6793.0,"No Te Va Gustar - A Las Nueve
El Calor Del Pleno Invierno © 2012 Elefante Blanco
Director:  Gabriel Nicoli
Editor: Federico Mackeprang
Productor: Elefante Blanco Films

NTVG GIRA LUZ 2022 ► linktr.ee/NTVG

http://www.notevagustar.com/
→ Seguí a NTVG en redes sociales:
Instagram: https://www.instagram.com/notevagustaroficial/
Facebook: https://www.facebook.com/notevagustaroficial
Twitter: http://twitter.com/ntvgoficial​
TikTok: https://vm.tiktok.com/ZMRoy2xyU/

#NoTeVaGustar #NTVG #ALasNueve",True,True,53863032.0,68cko9zdsKwaxgb98sF36S,2019-04-12,2019-04-12
10011,No Te Va Gustar,https://open.spotify.com/artist/4ZDoy7AWNgQVmX7T0u0B1j,De Nada Sirve,Otras Canciones,album,spotify:track:2CFDPiNUxcSOqfQtUHYNxF,0.585,0.454,4.0,-9.91,0.037,0.306,1.89e-05,0.784,0.499,177.085,237874.0,https://www.youtube.com/watch?v=I_818q1nMp8,No Te Va Gustar ft. Jorge Drexler - De Nada Sirve (Acústico) [Otras Canciones 2019],No Te Va Gustar,20895833.0,76129.0,1426.0,"➤ Suscribite al canal NTVG: https://bit.ly/2E8WuOZ

No Te Va Gustar - De Nada Sirve ft. Jorge Drexler (acústico 2019)
Otras Canciones © 2019 Elefante Blanco
Producción audiovisual: Pardelion Films

NTVG GIRA LUZ 2022 ► linktr.ee/NTVG

http://www.notevagustar.com/
→ Seguí a NTVG en redes sociales:
Instagram: https://www.instagram.com/notevagustaroficial/
Facebook: https://www.facebook.com/notevagustaroficial
Twitter: http://twitter.com/ntvgoficial​
TikTok: https://vm.tiktok.com/ZMRoy2xyU/

#NoTeVaGustar #JorgeDrexler #DeNadaSirve #OtrasCanciones",True,True,38535558.0,2CFDPiNUxcSOqfQtUHYNxF,2019-04-12,2019-04-12
10012,No Te Va Gustar,https://open.spotify.com/artist/4ZDoy7AWNgQVmX7T0u0B1j,Chau,Por Lo Menos Hoy,album,spotify:track:73YdNW4KS0qxd7HmyCoKa6,0.876,0.365,11.0,-10.596,0.0366,0.017,0.000118,0.0286,0.927,96.0,296893.0,https://www.youtube.com/watch?v=YglZ5BzPbYs,No Te Va Gustar - Chau (video oficial),No Te Va Gustar,50447487.0,203625.0,3109.0,"Video oficial de Chau

http://www.notevagustar.com
http://www.instagram.com/notevagustaroficial
http://www.facebook.com/notevagustaroficial
http://twitter.com/ntvgoficial",True,True,46119366.0,73YdNW4KS0qxd7HmyCoKa6,2010-10-01,2010-10-01
10013,No Te Va Gustar,https://open.spotify.com/artist/4ZDoy7AWNgQVmX7T0u0B1j,No Te Imaginás,Luz,album,spotify:track:7x00uv5aDR0MA8eIk7xAuf,0.522,0.805,4.0,-6.049,0.0532,0.141,0.00121,0.154,0.728,144.968,211204.0,https://www.youtube.com/watch?v=9e7_MzTR8oE,No Te Va Gustar - No Te Imaginás (Video oficial),No Te Va Gustar,5906097.0,68904.0,2530.0,"➤ Suscribite al canal NTVG: https://bit.ly/2E8WuOZ

No Te Va Gustar - No Te Imaginás
LUZ © 2021 Elefante Blanco
Dirección: Nacho Benedetti
Producción de video: Ska Films
Producción musical: Héctor Castillo

NTVG GIRA LUZ 2022 ► linktr.ee/NTVG

http://www.notevagustar.com/
→ Seguí a NTVG en redes sociales:
Instagram: https://www.instagram.com/notevagustaroficial/
Facebook: https://www.facebook.com/notevagustaroficial
Twitter: http://twitter.com/ntvgoficial​
TikTok: https://vm.tiktok.com/ZMRoy2xyU/

► Letra ""No Te Imaginás""
No voy a renunciar 
A mi objetivo que es verte volar
Cuidarte hasta el final
Tener que ver con tus mañanas
Oírte y que no importe nada más 
No importa nada más

Y no te imaginás 
Lo que me hace sentir
El verte caminar de espaldas 
Llegás y el día cambia para mi 
Con solo sonreír
No me quiero alejar y estar a un metro ya es distancia
Y no te imaginás

¿Por qué no me escuchás? 
Te quiero bien de cerca y no escuchás
No quiero ni pensar 
Que llegue el día en que no te acuerdes
Que tuve tanta suerte de cortar 
Con tanta oscuridad

Y no te imaginás 
Lo que me hace sentir
El verte caminar de espaldas 
Llegás y el día cambia para mi 
Con solo sonreír
No me quiero alejar y estar a un metro ya es distancia

Voy a pedirte por favor 
Que no te vayas más
Yo no me quiero ir más

Y no te imaginás 
Lo que me hace sentir
El verte caminar de espaldas 
Llegás y el día cambia para mi 
Con solo sonreír
No me quiero alejar y estar a un metro ya es distancia
Un metro ya es distancia 
Y no te imaginás

#NoTeVaGustar #NTVG #NoTeImaginas",True,True,15139160.0,7x00uv5aDR0MA8eIk7xAuf,2021-05-07,2021-05-07
10014,No Te Va Gustar,https://open.spotify.com/artist/4ZDoy7AWNgQVmX7T0u0B1j,Verte Reír,Aunque Cueste Ver El Sol,album,spotify:track:6StWP4Tvs8Ci6QOCIDefYk,0.691,0.465,2.0,-9.04,0.0601,0.0223,0.00149,0.109,0.905,167.984,266133.0,https://www.youtube.com/watch?v=MP-0BPE6uxk,No te va Gustar - Verte Reir,Sandrix Rics,12813576.0,34334.0,743.0,,False,False,37677836.0,6StWP4Tvs8Ci6QOCIDefYk,2004-01-01,2004-01-01
10015,No Te Va Gustar,https://open.spotify.com/artist/4ZDoy7AWNgQVmX7T0u0B1j,Al Vacío,Aunque Cueste Ver El Sol,album,spotify:track:2Et0SWz6wuSONAROBvCY71,0.614,0.704,11.0,-4.882,0.0238,0.0287,5.81e-06,0.116,0.494,92.982,263360.0,https://www.youtube.com/watch?v=EcU9EziU4JE,No te va gustar   Al vacio video oficial) HD,Melanie Rondinella,1431106.0,14196.0,425.0,"ARTISTA: NO TE VA GUSTAR. 
TEMA: AL VACIO.
EXTRAIDO DEL ALBUM ""AUNQUE CUESTE VER EL SOL""
EDITADO POR POP ART DISCOS EN 2004.
VERSION EN VIVO DISPONIBLE EN EL ALBUM ""PUBLICO""",False,False,29139299.0,2Et0SWz6wuSONAROBvCY71,2004-01-01,2004-01-01
10016,Alanis Morissette,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,Ironic - 2015 Remaster,Jagged Little Pill (2015 Remaster),album,spotify:track:1d6KS9GH06JAd19uiBy9IE,0.408,0.582,11.0,-8.305,0.0508,0.218,0.0,0.159,0.365,114.926,230000.0,https://www.youtube.com/watch?v=Jne9t8sHpUc,Alanis Morissette - Ironic (Official 4K Music Video),Alanis Morissette,215467562.0,1167827.0,45028.0,"Ironic from the album “Jagged Little Pill” 

Jagged Little Pill (25th Anniversary Deluxe Edition) out now & includes the live acoustic performance from O2 Shepherd's Bush Empire in London 💕💕 https://rhino.lnk.to/jlp25

Such Pretty Forks in the Road out July 31st https://alanis.lnk.to/suchprettyforksintheroad

🎼 Listen to more Alanis here https://alanis.lnk.to/music
📺 Watch all the official Alanis videos here https://bit.ly/2NxGEBW
🔔 Subscribe to the channel: http://bit.ly/SubscribeToAlanis

FOLLOW ALANIS 
📡 Website https://alanis.com/
🌎 Tour Dates https://alanis.com/events/
💌 Join the Email List https://alanis.com/signup/ 
🎭 Jagged Little Pill on Broadway https://jaggedlittlepill.com/ 
📣 Facebook https://www.facebook.com/alanis
📸 Instagram https://www.instagram.com/alanis/ 
📱 Twitter https://twitter.com/alanis

#AlanisMorissette #Ironic #JaggedLittlePill",True,True,344236239.0,1d6KS9GH06JAd19uiBy9IE,1995,1995-01-01
10017,Alanis Morissette,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,You Oughta Know - 2015 Remaster,Jagged Little Pill (2015 Remaster),album,spotify:track:3jS7bB0oXVOwGFZn3aE5NV,0.665,0.834,4.0,-7.737,0.0576,0.21,0.0,0.452,0.411,105.292,249493.0,https://www.youtube.com/watch?v=NPcyTyilmYY,Alanis Morissette - You Oughta Know (Official 4K Music Video),Alanis Morissette,70972729.0,407511.0,20478.0,"You Oughta Know from the album “Jagged Little Pill” 

Jagged Little Pill (25th Anniversary Deluxe Edition) out now & includes the live acoustic performance from O2 Shepherd's Bush Empire in London 💕💕 https://rhino.lnk.to/jlp25

Such Pretty Forks in the Road out July 31st https://alanis.lnk.to/suchprettyforksintheroad

🎼 Listen to more Alanis here https://alanis.lnk.to/music
📺 Watch all the official Alanis videos here https://bit.ly/2NxGEBW
🔔 Subscribe to the channel: http://bit.ly/SubscribeToAlanis

FOLLOW ALANIS 
📡 Website https://alanis.com/
🌎 Tour Dates https://alanis.com/events/
💌 Join the Email List https://alanis.com/signup/ 
🎭 Jagged Little Pill on Broadway https://jaggedlittlepill.com/ 
📣 Facebook https://www.facebook.com/alanis
📸 Instagram https://www.instagram.com/alanis/ 
📱 Twitter https://twitter.com/alanis

#AlanisMorissette #YouOughtaKnow #JaggedLittlePill",True,True,180837205.0,3jS7bB0oXVOwGFZn3aE5NV,1995,1995-01-01
10018,Alanis Morissette,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,Hand in My Pocket - 2015 Remaster,Jagged Little Pill (2015 Remaster),album,spotify:track:2lE7oRoKssULAtbWViL385,0.657,0.655,0.0,-8.3,0.0248,0.135,0.00303,0.102,0.668,92.259,222013.0,https://www.youtube.com/watch?v=CUjIY_XxF1g,Alanis Morissette - Hand In My Pocket (Official 4K Music Video),Alanis Morissette,34919755.0,254833.0,7172.0,"Hand In My Pocket from the album “Jagged Little Pill” 

Jagged Little Pill (25th Anniversary Deluxe Edition) out now & includes the live acoustic performance from O2 Shepherd's Bush Empire in London 💕💕 https://rhino.lnk.to/jlp25

Such Pretty Forks in the Road out July 31st https://alanis.lnk.to/suchprettyforksintheroad

🎼 Listen to more Alanis here https://alanis.lnk.to/music
📺 Watch all the official Alanis videos here https://bit.ly/2NxGEBW
🔔 Subscribe to the channel: http://bit.ly/SubscribeToAlanis

FOLLOW ALANIS 
📡 Website https://alanis.com/
🌎 Tour Dates https://alanis.com/events/
💌 Join the Email List https://alanis.com/signup/ 
🎭 Jagged Little Pill on Broadway https://jaggedlittlepill.com/ 
📣 Facebook https://www.facebook.com/alanis
📸 Instagram https://www.instagram.com/alanis/ 
📱 Twitter https://twitter.com/alanis

#AlanisMorissette #HandInMyPocket #JaggedLittlePill",True,True,144169652.0,2lE7oRoKssULAtbWViL385,1995,1995-01-01
10019,Alanis Morissette,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,Thank U,Supposed Former Infatuation Junkie,album,spotify:track:3CVDronuSnhguSUguPoseM,0.672,0.616,0.0,-5.764,0.0258,0.379,2.73e-05,0.0887,0.566,92.094,258773.0,https://www.youtube.com/watch?v=OOgpT5rEKIU,Alanis Morissette - Thank U (Official Video),Alanis Morissette,73846280.0,371574.0,21298.0,"Alanis Morissette - “Thank U"" from the album ‘Supposed Former Infatuation Junkie’
Listen here: https://alanis.lnk.to/supposedformerinfatuationjunkie

🎼 Listen to more Alanis here https://alanis.lnk.to/music
📺 Watch all the official Alanis videos here https://bit.ly/2NxGEBW
🔔 Subscribe to the channel: http://bit.ly/SubscribeToAlanis

FOLLOW ALANIS 
📡 Website https://alanis.com/
🌎 Tour Dates https://alanis.com/events/
💌 Join the Email List https://alanis.com/signup/ 
🎭 Jagged Little Pill on Broadway https://jaggedlittlepill.com/ 
📣 Facebook https://www.facebook.com/alanis
📸 Instagram https://www.instagram.com/alanis/ 
📱 Twitter https://twitter.com/alanis

LYRICS

How ‘bout getting off of these antibiotics
How ‘bout stopping eating when I'm full up
How ‘bout them transparent dangling carrots
How ‘bout that ever elusive ""could have""

Thank you, India
Thank you, terror
Thank you, disillusionment
Thank you, frailty
Thank you, consequence
Thank you, thank you, silence

How ‘bout me not blaming you for everything
How ‘bout me enjoying the moment for once
How ‘bout how good it feels to finally forgive you
How ‘bout grieving it all one at a time

Thank you, India
Thank you, terror
Thank you, disillusionment
Thank you, frailty
Thank you, consequence
Thank you thank you silence

The moment I let go of it
Was the moment I got more than I could handle
The moment I jumped off of it
Was the moment I touched down

How ‘bout no longer being masochistic
How ‘bout remembering your divinity
How ‘bout unabashedly bawling your eyes out
How ‘bout not equating death with stopping

Thank you India
Thank you Providence,
Thank you disillusionment
Thank you nothingness
Thank you clarity
Thank you thank you silence...",True,True,87965926.0,3CVDronuSnhguSUguPoseM,1998-10-16,1998-10-16
