Unnamed: 0,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Description,Licensed,official_video,Stream,spotify_track_id,release_date_raw,release_date
7146,Os Paralamas Do Sucesso,https://open.spotify.com/artist/7EM9m7HOXxVgP9oEpDDv70,Cuide Bem Do Seu Amor,Longo Caminho,album,spotify:track:7cHgxAioHDAp7K3DfrGDVS,0.627,0.677,11.0,-6.122,0.0238,0.011,0.00264,0.208,0.581,103.839,219933.0,https://www.youtube.com/watch?v=C1Wz7vTWUBQ,Os Paralamas Do Sucesso - Cuide Bem Do Seu Amor,ParalamasVEVO,3120286.0,23574.0,558.0,"Music video by Os Paralamas Do Sucesso performing Cuide Bem Do Seu Amor. (C) 2013 Os Quatro Produções Artísticas Ltda / Casca Ed. Musicais e Produções Artísticas Ltda / Brasil Afora Produções Artísticas e Ed. Musicais Ltda, Universal Music International

#OsParalamasDoSucesso #CuideBemDoSeuAmor #Vevo",True,True,16433007.0,7cHgxAioHDAp7K3DfrGDVS,2002-01-01,2002-01-01
7147,Os Paralamas Do Sucesso,https://open.spotify.com/artist/7EM9m7HOXxVgP9oEpDDv70,Óculos,O Passo Do Lui (Remastered),album,spotify:track:4t1T6x3Ggjrj5MzSsinuIt,0.513,0.896,1.0,-7.422,0.161,0.0364,0.0189,0.0719,0.913,182.884,220267.0,https://www.youtube.com/watch?v=IltVPNqYybw,Os Paralamas Do Sucesso - Óculos,ParalamasVEVO,8789575.0,56763.0,1283.0,"Music video by Os Paralamas Do Sucesso performing Óculos. (C) 2014 EMI Records Brasil Ltda, Universal Music International

#Paralamas #Oculos #Vevo",True,True,27589545.0,4t1T6x3Ggjrj5MzSsinuIt,1984-01-02,1984-01-02
7148,Os Paralamas Do Sucesso,https://open.spotify.com/artist/7EM9m7HOXxVgP9oEpDDv70,Caleidoscópio - Ao Vivo,Acústico (Ao Vivo / Remastered),album,spotify:track:0EH1ecgo60jEA3mzeF3XqL,0.577,0.494,7.0,-11.264,0.0465,0.259,0.000857,0.68,0.567,173.937,256467.0,https://www.youtube.com/watch?v=4oisNXao2qA,Os Paralamas Do Sucesso - Caleidoscópio,ParalamasVEVO,148268.0,977.0,15.0,"Music video by Os Paralamas Do Sucesso performing Caleidoscópio. (C) 2013 Os Quatro Produções Artísticas Ltda / Casca Ed. Musicais e Produções Artísticas Ltda / Brasil Afora Produções Artísticas e Ed. Musicais Ltda, Universal Music International",True,True,26145597.0,0EH1ecgo60jEA3mzeF3XqL,1999-08-05,1999-08-05
7149,Os Paralamas Do Sucesso,https://open.spotify.com/artist/7EM9m7HOXxVgP9oEpDDv70,Tendo A Lua - Ao Vivo,Acústico (Ao Vivo / Remastered),album,spotify:track:1k2NAVkk5eETEerZwGGEia,0.488,0.783,5.0,-5.925,0.0437,0.242,1.14e-06,0.888,0.679,168.01,198653.0,https://www.youtube.com/watch?v=N0vs3X328kg,"Os Paralamas Do Sucesso, Pitty - Tendo A Lua (Ao Vivo)",ParalamasVEVO,621154.0,7248.0,160.0,"Music video by Os Paralamas Do Sucesso, Pitty performing Tendo A Lua (Ao Vivo). © 2010 EMI Records Brasil Ltda

http://vevo.ly/eZeN4N",True,True,16155001.0,1k2NAVkk5eETEerZwGGEia,1999-08-05,1999-08-05
7150,Os Paralamas Do Sucesso,https://open.spotify.com/artist/7EM9m7HOXxVgP9oEpDDv70,Lourinha Bombril,Nove Luas,album,spotify:track:3eUOVnvVw9ntGUqJmHKF1J,0.615,0.907,7.0,-9.234,0.042,0.0194,5.59e-05,0.279,0.8,168.459,158933.0,https://www.youtube.com/watch?v=t0_nuPnqlXA,Os Paralamas Do Sucesso - Lourinha Bombril / Parate Y Mira,ParalamasVEVO,756682.0,5279.0,130.0,"Music video by Os Paralamas Do Sucesso performing Lourinha Bombril / Parate Y Mira. (C) 2013 Os Quatro Produções Artísticas Ltda / Casca Ed. Musicais e Produções Artísticas Ltda / Brasil Afora Produções Artísticas e Ed. Musicais Ltda, Universal Music International",True,True,,3eUOVnvVw9ntGUqJmHKF1J,1996-01-01,1996-01-01
7151,Vilma Palma e Vampiros,https://open.spotify.com/artist/5VQCk9RiLwri99OgOT34kq,Bye Bye,La Pachanga,album,spotify:track:2FSYfKAApea3U42phhBOIc,0.634,0.84,6.0,-5.933,0.0351,0.00168,0.0237,0.207,0.393,97.998,349507.0,https://www.youtube.com/watch?v=1r-XsNYFhiU,Vilma Palma e Vampiros - Bye Bye (Dejame) Video Oficial,BARCAMUSICA,156372409.0,542641.0,15895.0,"© (P) 1991 Barca Discos / Barca Music Publishing
Email: barcaonline@barcadiscos.com │Pagina Web: http://www.barcadiscos.com

Seguinos en nuestras redes sociales!
Facebook: https://www.facebook.com/BarcaDiscos
Twitter: https://twitter.com/BarcaDiscos
@BARCAMUSICA 

CLIP ORIGINAL del Tema // Banda argentina de rock en español, compuesta inicialmente por su vocalista Mario ""Pajaro"" Gomez, Jorge Risso en guitarras, Gerardo Pugliani en bajo, Karina Di Lorenzo y Natalia Moscariello en coros, Carlos ""Oveja"" Gonzales en bateria y Gustavo Sachetti en teclados; se formo en septiembre de 1990 en la ciudad de Rosario (Argentina).
--
Guión y Producción General: Barca Discos
Realización: De Simone Producciones
Cámara: Alejandro Della Penna
Asistente de Cámara: Jorge Waisman
Edición: Pipo Bonamino
Producción: Andrea Santelli / Nora Zynski
Portagónicos: Vilma Palma / Andrea Santelli
Dirección: Barca Discos
--
Bye Bye
Llévame a la estación, espero que te vuelva a ver...
Ya no puedo evitar esta sensación de soledad
Si así es como quierés, yo me iré, muy muy lejos
Si así es como lo ves, sólamente te pido algo

Déjame, déjame que te toque la piel
Déjame, déjame que yo te pueda ver

Te diré sólo adiós, no sé cuanto hacía que no estaba bien...
A veces buscás, a veces ganás y otras perdés
Entonces quieres ver una luz en la noche...
Buscando una razón, para un corazón hecho pedazos

Déjame, déjame que yo toque la piel
Déjame, déjame que yo te pueda ver...
Déjame, déjame que yo pruebe tu miel
Déjame, déjame que te toque otra vez

Déjame, déjame que yo toque la piel
Déjame, déjame que yo te pueda ver...
Déjame, déjame que yo pruebe tu miel
Déjame, déjame que te toque otra vez",True,True,117446286.0,2FSYfKAApea3U42phhBOIc,1991,1991-01-01
7152,Vilma Palma e Vampiros,https://open.spotify.com/artist/5VQCk9RiLwri99OgOT34kq,La Pachanga,La Pachanga,album,spotify:track:1x6bkwDyWIOZNFY5blRSs1,0.681,0.918,9.0,-4.83,0.0508,0.00244,0.000535,0.119,0.551,105.031,281933.0,https://www.youtube.com/watch?v=ry8KHxQZh4k,Vilma Palma e Vampiros - La Pachanga (Video Clip Oficial),Jose Leandrinho,66454.0,587.0,21.0,,False,False,125696475.0,1x6bkwDyWIOZNFY5blRSs1,1991,1991-01-01
7153,Vilma Palma e Vampiros,https://open.spotify.com/artist/5VQCk9RiLwri99OgOT34kq,Auto Rojo,3980,album,spotify:track:5PSCWHpXi8I45NXURHyhBA,0.764,0.82,1.0,-6.073,0.0441,0.158,0.0,0.0939,0.688,104.527,306000.0,https://www.youtube.com/watch?v=95kf6cCasfg,Auto Rojo - Vilma Palma e Vampiros (Video Oficial),BARCAMUSICA,67232098.0,273838.0,6163.0,"1993© (P) Barca Discos / Barca Music Publishing
Email: barcaonline@barcadiscos.com │Pagina Web: http://www.barcadiscos.com

Seguinos en nuestras redes sociales!
Facebook: https://www.facebook.com/BarcaDiscos
Twitter: https://twitter.com/BarcaDiscos
 @BARCAMUSICA   

Vilma Palma e Vampiros es una banda argentina de rock en castellano, compuesta inicialmente por su vocalista Mario ""Pajaro"" Gomez, Jorge Risso en guitarras, Gerardo Pugliani en bajo, Karina Di Lorenzo y Natalia Moscariello en coros, Carlos ""Oveja"" Gonzales en bateria y Gustavo Sachetti en teclados; se formo en septiembre de 1990 en la ciudad de Rosario (Argentina).

Auto Rojo letra

Te busqué en mi auto rojo a las 6 
llevaba un frac muy nuevo 
que en verdad no me quedaba muy bien 
te llevé por la ruta que va a al sur 
nene no vas rápido 
dijiste mirando me extrañada 
Te confesé que quiero 
meterte en mi cama 
viéndote sonreír de placer 
te prometí que solo 
tocaría tus pies 
si empañamos los vidrios 
esta bien
Ahora hace calor 
la música suena bastante bien 
te juré por mi amor 
que atrás la vamos a pasar mejor
Ahora hace calor 
la música suena bastante bien 
te juré por mi amor 
que atrás la vamos a pasar mejor
Soñaba ver tu pecho tatuado 
debajo de tu collar 
que en verdad tengo ganas de arrancar 
te toqué por la línea que va al sur 
puede ser mas rápido 
te dije mirándote exaltado
Te confesé que quiero 
meterte en mi cama 
viéndote…",True,True,79649697.0,5PSCWHpXi8I45NXURHyhBA,1993,1993-01-01
7154,Vilma Palma e Vampiros,https://open.spotify.com/artist/5VQCk9RiLwri99OgOT34kq,Mojada,3980,album,spotify:track:5N5sbaoN8UvXw8ngNR9iUk,0.666,0.859,7.0,-5.517,0.0427,0.328,0.0,0.322,0.198,120.701,367960.0,https://www.youtube.com/watch?v=WdbzYBQ_h30,Vilma Palma E Vampiros - Mojada [BTS Tour],Vilma Palma,16702851.0,48710.0,1551.0,Mojada - Vilma Palma e Vampiros,False,True,43911880.0,5N5sbaoN8UvXw8ngNR9iUk,1993,1993-01-01
7155,Vilma Palma e Vampiros,https://open.spotify.com/artist/5VQCk9RiLwri99OgOT34kq,"Bye, Bye - En Vivo",Vivo Grandes Exitos en Buenos Aires (En Vivo),compilation,spotify:track:4Mq3oVy3iH4bMXcMRSRYf2,0.659,0.865,6.0,-5.866,0.0257,0.136,0.0,0.747,0.709,106.085,251787.0,https://www.youtube.com/watch?v=HZBd9nk-3yY,"VILMA PALMA E VAMPIROS ""BYE BYE"" HD",kblueproductions,932601.0,3873.0,224.0,,False,False,8599084.0,4Mq3oVy3iH4bMXcMRSRYf2,2009,2009-01-01
7156,Vilma Palma e Vampiros,https://open.spotify.com/artist/5VQCk9RiLwri99OgOT34kq,Fondo Profundo,Fondo Profundo,album,spotify:track:2g229Q3Relqxkj5CDnTjeE,0.819,0.954,0.0,-6.057,0.0579,0.0673,5.04e-05,0.0784,0.559,107.98,224973.0,https://www.youtube.com/watch?v=Ik12_kIEFAA,Vilma Palma E Vampiros - Fondo Profundo [Video Oficial],Vilma Palma,7250700.0,33762.0,874.0,"Vilma Palma, fondo profundo",False,True,24322645.0,2g229Q3Relqxkj5CDnTjeE,1994,1994-01-01
7157,Vilma Palma e Vampiros,https://open.spotify.com/artist/5VQCk9RiLwri99OgOT34kq,Voy a Vos,Fondo Profundo,album,spotify:track:0aWGzetUTb4lJqy2m2nl1i,0.628,0.587,5.0,-9.184,0.0266,0.00583,0.693,0.102,0.488,102.984,343440.0,https://www.youtube.com/watch?v=SV9o-o8Ld6Q,Vilma Palma E Vampiros - voy a vos,CELTRONS,723187.0,4571.0,339.0,buena rola,False,False,24273456.0,0aWGzetUTb4lJqy2m2nl1i,1994,1994-01-01
7158,Vilma Palma e Vampiros,https://open.spotify.com/artist/5VQCk9RiLwri99OgOT34kq,Verano traidor,"Vilma Palma E Vampiros, Grandes Exitos",compilation,spotify:track:54b9f1JmWzssvXIvBogR2u,0.749,0.693,11.0,-7.087,0.038,0.00325,0.000489,0.389,0.719,102.098,411947.0,https://www.youtube.com/watch?v=b042nJPWjSo,Vilma Palma vivo en Buenos Aires - Verano Traidor,Daniel Yoel Chambi Inofuente,56185.0,468.0,24.0,,False,False,20700276.0,54b9f1JmWzssvXIvBogR2u,2003-07-08,2003-07-08
7159,Vilma Palma e Vampiros,https://open.spotify.com/artist/5VQCk9RiLwri99OgOT34kq,Te Quiero Tanto,3980,album,spotify:track:3okNQ9w68odjhNWXk6SY1n,0.754,0.768,7.0,-6.25,0.0516,0.0624,0.0,0.257,0.768,127.852,209960.0,https://www.youtube.com/watch?v=E6fShwo049U,Vilma Palma e Vampiros - Te Quiero Tanto,mykrob20081,3865804.0,8299.0,293.0,VILMA PALMA E VAMPIROS - TE QUIERO TANTO,False,False,8513826.0,3okNQ9w68odjhNWXk6SY1n,,
7160,Vilma Palma e Vampiros,https://open.spotify.com/artist/5VQCk9RiLwri99OgOT34kq,Todo lo que fue,"Vilma Palma E Vampiros, Grandes Exitos",compilation,spotify:track:323QM9uKGd3QmvH5G2JaBE,0.638,0.641,6.0,-10.162,0.029,0.00219,1.07e-05,0.163,0.561,123.963,319480.0,https://www.youtube.com/watch?v=kMKV964NzJw,Todo lo que fue.HD.Vilma Palma e Vampiros.Con letra,Roberto Gomez Arratia,29940.0,309.0,17.0,Todo lo que fue.Vilma Palma e Vampiros.Con letra.,False,False,6350751.0,323QM9uKGd3QmvH5G2JaBE,2003-07-08,2003-07-08
7161,Mœnia,https://open.spotify.com/artist/3QmmtMrEf7aQrsd1VtejAV,Ni Tú Ni Nadie,Stereo Hits,album,spotify:track:16J6wH4Evm97ta1hDQIYQC,0.759,0.656,2.0,-6.598,0.04,0.0256,0.00705,0.346,0.554,132.019,219533.0,https://www.youtube.com/watch?v=VCF98qWl1_4,Moenia - Ni Tu Ni Nadie,MoeniaVEVO,125436685.0,644144.0,12476.0,"Vídeo oficial de Moenia de su tema Ni Tu Ni Nadie. Haz clic aquí para escuchar a Moenia en Spotify: http://smarturl.it/MoeniaSpotify?IQid=MoeniaNTN

Incluido en Stereo Hits. Haz clic aquí para comprar el track o el álbum en iTunes: http://smarturl.it/StereoHits?IQid=MoeniaNTN
Google Play: http://smarturl.it/NTNNGPlay?IQid=MoeniaNTN
Disfruta de más música de Moenia aquí: http://smarturl.it/MoeniaStream?IQid=MoeniaNTN

Más de Moenia
En Que Momento?: https://youtu.be/3YfnK77B8jc
Morir Tres Veces: https://youtu.be/j_V1Fg23Ylk

Haz clic aquí http://smarturl.it/ilovepophitsMX?IQid=MoeniaNTN para escuchar más vídeos de buen Pop en español.

Sigue a Moenia
Facebook: https://es-es.facebook.com/moeniamx
Twitter: https://twitter.com/moeniamx

Suscríbete al canal de Moenia en YouTube: http://smarturl.it/MoeniaSub?IQid=MoeniaNTN

---------

Letras:

Haces muy mal, 
En elevar mi tensión 
En aplastar mi ambición 
Tu sigue así ya verás 

Miro el reloj, 
Es mucho más tarde que ayer 
Te esperaría otra vez 
Y no lo haré, y no lo haré 

Donde esta nuestro error 
Sin Solución 
Fuiste tu el culpable 
Oh, no fuí yo 
Ni tu ni nadie, nadie 
Puede cambiarme",True,True,149677472.0,16J6wH4Evm97ta1hDQIYQC,2005,2005-01-01
7162,Mœnia,https://open.spotify.com/artist/3QmmtMrEf7aQrsd1VtejAV,Resistiré,Resistiré,single,spotify:track:0XFQb7pNfT90A7fRxjMWgz,0.45,0.878,9.0,-4.592,0.0827,0.0071,0.0,0.0908,0.744,199.844,252443.0,https://www.youtube.com/watch?v=hl3B4Ql8RtQ,Resistiré 2020 - Video Oficial,Warner Music Spain,73742618.0,694375.0,34648.0,"#Resistiré 2020, el himno grabado por más de 30 artistas para vencer juntos al coronavirus.

Participan en el himno: Alex Ubago, Andrés Suárez, Álvaro Soler, Blas Cantó, Carlos Baute, Conchita, David Bisbal, David Otero, David Summers, Despistaos, Diana Navarro, Dvicio, Efecto Mariposa,  Efecto Pasillo, Ele, Georgina, India, Jose Mercé, Josemi Carmona, Manuel Carrasco, Melendi, Mikel Erentxun, Nil Moliner, Pastora Soler, Pedro Guerra, Pitingo,  Rosana, Rozalén, Rulo, Sofía Ellar y Vanesa Martín

Promovido por Cadena 100, todos estos músicos y artistas se unen bajo la producción de Pablo Cebrián para conseguir este Resistiré, con el que todos los fondos serán a beneficio de Cáritas.

Escúchala en tu plataforma digital favorita: https://warnermusicspain.lnk.to/Resistire2020",True,True,48533462.0,0XFQb7pNfT90A7fRxjMWgz,2020-04-16,2020-04-16
7163,Mœnia,https://open.spotify.com/artist/3QmmtMrEf7aQrsd1VtejAV,Manto Estelar,Adicion,album,spotify:track:58HfaJinOwdtvIusPS04Im,0.59,0.799,10.0,-6.603,0.0349,0.181,3.69e-06,0.211,0.326,108.007,253000.0,https://www.youtube.com/watch?v=fcCBgfvkpJw,Moenia - Manto Estelar,MoeniaVEVO,17565569.0,81250.0,2899.0,"Music video by Moenia performing Manto Estelar. © 2001 Universal Music Mexico S.A. de C.V.

http://vevo.ly/10faOj",True,True,82507392.0,58HfaJinOwdtvIusPS04Im,1999-01-01,1999-01-01
7164,Mœnia,https://open.spotify.com/artist/3QmmtMrEf7aQrsd1VtejAV,Morir Tres Veces,FM,album,spotify:track:1dtrBTzp3VLx7IyQvJh8rW,0.678,0.722,5.0,-6.108,0.0307,0.229,5.49e-05,0.112,0.59,112.058,237000.0,https://www.youtube.com/watch?v=j_V1Fg23Ylk,Moenia - Morir Tres Veces,MoeniaVEVO,35269645.0,104660.0,2970.0,"Music video by Moenia performing Morir Tres Veces. (P) 2012 Promotodo México, S.A. De C.V. Bajo Licencia De Electropop S.A. De C.V. Distribuido En Exclusiva por Sony Music Entertainment México, S.A. De C.V.

#Moenia #MorirTresVeces #Vevo #Pop #VideoOficial",True,True,86185041.0,1dtrBTzp3VLx7IyQvJh8rW,2012-05-22,2012-05-22
7165,Mœnia,https://open.spotify.com/artist/3QmmtMrEf7aQrsd1VtejAV,No Dices Mas,Adicion,album,spotify:track:2udRqNX3z2OjdqR01ebDwU,0.707,0.716,1.0,-6.939,0.0277,0.109,0.000929,0.059,0.597,127.017,259800.0,https://www.youtube.com/watch?v=hTQuzkn_QMk,Moenia - No Dices Más,MoeniaVEVO,4178233.0,22679.0,555.0,"Music video by Moenia performing No Dices Más. © 2004 Universal Music Mexico S.A. de C.V.

http://vevo.ly/KxVomq",True,True,,2udRqNX3z2OjdqR01ebDwU,1999-01-01,1999-01-01
7166,Mœnia,https://open.spotify.com/artist/3QmmtMrEf7aQrsd1VtejAV,Dejame Entrar,Moenia,album,spotify:track:3c1JleEU920IOWJCdqRW0n,0.714,0.751,5.0,-15.693,0.044,0.00184,0.588,0.0949,0.738,130.072,229707.0,https://www.youtube.com/watch?v=-5u4SjpxVLo,Moenia - Dejame Entrar,MoeniaVEVO,8863049.0,36309.0,1176.0,"Music video by Moenia performing Dejame Entrar. © 1997 Universal Music Mexico S.A. de C.V.

http://vevo.ly/L3djgk",True,True,,3c1JleEU920IOWJCdqRW0n,1997,1997-01-01
7167,Mœnia,https://open.spotify.com/artist/3QmmtMrEf7aQrsd1VtejAV,No Puedo Estar Sin Ti,Moenia,album,spotify:track:1WWVPLllFytUxx5yoG3csG,0.63,0.717,11.0,-16.142,0.0449,0.0464,0.399,0.119,0.488,128.05,212840.0,https://www.youtube.com/watch?v=pQtqVTmFmOw,Moenia - No Puedo Estar Sin Ti,MoeniaVEVO,2069493.0,14826.0,616.0,"Music video by Moenia performing No Puedo Estar Sin Ti. © 2001 Universal Music Mexico S.A. de C.V.

http://vevo.ly/h33Kiv",True,True,27815435.0,1WWVPLllFytUxx5yoG3csG,1997,1997-01-01
7168,Mœnia,https://open.spotify.com/artist/3QmmtMrEf7aQrsd1VtejAV,Mejor Ya No,FM,album,spotify:track:5I0mHRslbpjbmcihfXZapg,0.582,0.918,10.0,-4.171,0.0559,0.0126,0.000537,0.111,0.708,125.059,229000.0,https://www.youtube.com/watch?v=stzCyYFjNCA,Moenia - Mejor Ya No,MoeniaVEVO,12089132.0,51558.0,950.0,"Music video by Moenia performing Mejor Ya No. (C) 2012 Promotodo México, S.A. De C.V./Bajo Licencia De Electropop, S.A. de C.V.,  Distribuido En Exclusiva Por Sony Music Entertainment México, S.A. De C.V.

#Moenia #MejorYaNo #Vevo #Pop #VideoOficial",True,True,24151895.0,5I0mHRslbpjbmcihfXZapg,2012-05-22,2012-05-22
7169,Mœnia,https://open.spotify.com/artist/3QmmtMrEf7aQrsd1VtejAV,No Importa Que el Sol Se Muera,En Eléctrico,album,spotify:track:6bt4ABaNwlrIXcPIyyEGu2,0.697,0.873,2.0,-5.013,0.0282,0.0751,0.000309,0.683,0.785,100.022,232014.0,https://www.youtube.com/watch?v=c12Ndq_b3_0,"Moenia, María José - No Importa Que El Sol Se Muera",MoeniaVEVO,2381289.0,10024.0,432.0,"Music video by Moenia, María José performing No Importa Que El Sol Se Muera. (C) 2009 Promotodo México, S.A. De C.V.

#Moenia #NoImportaQueElSolSeMuera #Vevo #Pop #MariaJose",True,True,14680037.0,6bt4ABaNwlrIXcPIyyEGu2,2009-06-06,2009-06-06
7170,Mœnia,https://open.spotify.com/artist/3QmmtMrEf7aQrsd1VtejAV,Juegos de Amor,Stereo Hits,album,spotify:track:0ajxZXbCw3XJRlSVH25wVM,0.678,0.82,1.0,-6.437,0.0382,0.0263,0.119,0.0945,0.783,105.013,223933.0,https://www.youtube.com/watch?v=dsRv-oaZdBM,Moenia - Juegos de Amor,Armando Galeanna,5546189.0,15067.0,1091.0,"Moenia video de (""Juegos de Amor"")gran video de los mejores",False,False,13596522.0,0ajxZXbCw3XJRlSVH25wVM,2005,2005-01-01
7171,Thomas Newman,https://open.spotify.com/artist/1csBgT42N4pPPs1HJhxXIK,Nemo Egg (Main Title),Finding Nemo (Original Motion Picture Soundtrack),album,spotify:track:7jSQaXLzpLHjSQTev2krvT,0.164,0.0248,5.0,-27.25,0.0462,0.98,0.967,0.103,0.0553,79.083,76133.0,https://www.youtube.com/watch?v=sKljOD5B71k,Nemo Egg (Main Title),Thomas Newman - Topic,829613.0,9240.0,202.0,"Provided to YouTube by Universal Music Group

Nemo Egg (Main Title) · Thomas Newman

Finding Nemo

℗ 2003 Walt Disney Records

Released on: 2003-05-20

Producer: Thomas Newman
Producer: Bill Bernstein
Composer  Lyricist: Thomas Newman

Auto-generated by YouTube.",True,True,108936373.0,7jSQaXLzpLHjSQTev2krvT,2003-05-20,2003-05-20
7172,Thomas Newman,https://open.spotify.com/artist/1csBgT42N4pPPs1HJhxXIK,American Beauty,American Beauty (Original Motion Picture Score),album,spotify:track:6XJGpirOP4Bgurcvkdanxb,0.206,0.00664,7.0,-31.964,0.0366,0.98,0.958,0.0883,0.052,77.018,186067.0,https://www.youtube.com/watch?v=al21Vtlsg4A,American Beauty Soundtrack (American Beauty),BestSoundTracker,14217625.0,69220.0,3882.0,Thomas Newman - American Beauty,False,False,40816407.0,6XJGpirOP4Bgurcvkdanxb,2000-01-11,2000-01-11
7173,Thomas Newman,https://open.spotify.com/artist/1csBgT42N4pPPs1HJhxXIK,The Only Way is Down,Victoria & Abdul (Original Motion Picture Soundtrack),album,spotify:track:2NRClj4jFGy35kmAooFcTN,0.27,0.00858,1.0,-33.835,0.0407,0.917,0.153,0.0809,0.116,48.028,73572.0,https://www.youtube.com/watch?v=dO3ZmCCZA0w,The Only Way is Down,Thomas Newman - Topic,10025.0,68.0,0.0,"Provided to YouTube by Back Lot Music

The Only Way is Down · Thomas Newman

Victoria & Abdul (Original Motion Picture Soundtrack)

℗ 2017 Back Lot Music, a division of Universal Studios Music LLLP

Released on: 2017-09-15

Studio  Personnel: Abbey Road Studios, London
Producer: Bill Bernstein
Studio  Personnel: Dave Collins
Main  Artist: Thomas Newman
Conductor: Thomas Newman
Producer: Thomas Newman
Music  Publisher: Focus-Gramercy Film Music (BMI)
Composer: Thomas Newman

Auto-generated by YouTube.",True,True,15471470.0,2NRClj4jFGy35kmAooFcTN,2017-09-15,2017-09-15
7174,Thomas Newman,https://open.spotify.com/artist/1csBgT42N4pPPs1HJhxXIK,1917,1917 (Original Motion Picture Soundtrack),album,spotify:track:6TsRPIdwASJBXanGhftVjc,0.0814,0.0155,7.0,-33.085,0.044,0.945,0.915,0.0923,0.0899,171.075,77413.0,https://www.youtube.com/watch?v=gqo46lt-8Q4,"Thomas Newman - The Night Window (From the ""1917"" Soundtrack)",SonySoundtracksVEVO,2032524.0,27319.0,1891.0,"“The Night Window” from 1917 (Original Motion Picture Soundtrack). Music by Thomas Newman.
 
► Buy/stream the soundtrack here: https://soundtracks.lnk.to/1917
► Listen to the official movie playlist here: https://1917.lnk.to/spotify
 
ABOUT 1917
Set at the height of the First World War, 1917 centers on two young British soldiers, Schofield (Captain Fantastic’s George MacKay) and Blake (Game of Thrones’ Dean-Charles Chapman), who are given a seemingly impossible mission. In a race against time, they must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers—Blake’s own brother among them.
 
Follow SONY SOUNDTRACKS:
► https://lnk.to/sonysoundtracks
 
1917 (ORIGINAL MOTION PICTURE SOUNDTRACK)
TRACKLISTING
1.         1917
2.         Up the Down Trench
3.         Gehenna
4.         A Scrap of Ribbon
5.         The Night Window
6.         The Boche
7.         Tripwire
8.         A Bit of Tin
9.         Lockhouse
10.       Blake and Schofield
11.       Milk
12.       Écoust-Saint-Mein
13.       Les Arbres
14.       Engländer
15.       The Rapids
16.       Croisilles Wood
17.       Sixteen Hundred Men
18.       Mentions in Dispatches
19.       Come Back to Us

#1917Film #ThomasNewman #Soundtrack",True,True,13929132.0,6TsRPIdwASJBXanGhftVjc,2019-12-20,2019-12-20
7175,Thomas Newman,https://open.spotify.com/artist/1csBgT42N4pPPs1HJhxXIK,Any Other Name,American Beauty (Original Motion Picture Score),album,spotify:track:33B1XmfncHqnfkrYZIcHbD,0.304,0.0116,7.0,-33.19,0.0337,0.983,0.963,0.104,0.0364,77.84,246627.0,https://www.youtube.com/watch?v=WIjWaulrLjs,Any Other Name - Thomas Newman,japaro3,1701366.0,19926.0,1366.0,"suscribe here for more videos:
https://www.youtube.com/channel/UCpdLnsmJGA_vvVT1qHsA04Q

Song By: Thomas Newman - Any Other Name
It's from the Soundtrack of American Beauty
It was my Objeto Estetico for my 10th grade Phylosophy class.
Just trying to transmit the calm and peace that this song brings me",False,False,43878944.0,33B1XmfncHqnfkrYZIcHbD,2000-01-11,2000-01-11
7176,Thomas Newman,https://open.spotify.com/artist/1csBgT42N4pPPs1HJhxXIK,Finding Nemo,Finding Nemo (Original Motion Picture Soundtrack),album,spotify:track:4MrXuZ2T6CMD0V5VURGBwx,0.197,0.0898,5.0,-22.794,0.0393,0.928,0.983,0.167,0.037,113.303,79200.0,https://www.youtube.com/watch?v=sKljOD5B71k,Nemo Egg (Main Title),Thomas Newman - Topic,829613.0,9240.0,202.0,"Provided to YouTube by Universal Music Group

Nemo Egg (Main Title) · Thomas Newman

Finding Nemo

℗ 2003 Walt Disney Records

Released on: 2003-05-20

Producer: Thomas Newman
Producer: Bill Bernstein
Composer  Lyricist: Thomas Newman

Auto-generated by YouTube.",True,True,10913125.0,4MrXuZ2T6CMD0V5VURGBwx,2003-05-20,2003-05-20
7177,Thomas Newman,https://open.spotify.com/artist/1csBgT42N4pPPs1HJhxXIK,Come Back to Us,1917 (Original Motion Picture Soundtrack),album,spotify:track:44sVQfPdCTGM5JLBRHUngc,0.0717,0.0154,7.0,-30.218,0.0419,0.905,0.937,0.0928,0.0356,78.822,339587.0,https://www.youtube.com/watch?v=UOSEq1n8bYg,Come Back to Us,Thomas Newman - Topic,2293307.0,16834.0,566.0,"Provided to YouTube by Sony Classical

Come Back to Us · Thomas Newman

1917 (Original Motion Picture Soundtrack)

℗ 2019 Storyteller Distribution Co., LLC. Under exclusive license to Sony Music Entertainment.

Released on: 2019-12-20

Unknown, Producer: Bill Bernstein
Recording  Engineer: Shinnosuke Miyazawa
Mixing  Engineer, Recording  Engineer: Simon Rhodes
Recording  Engineer: Gordon Davidson
Assistant  Engineer: Jeff Gartenbaum
Assistant  Engineer: Daniel Hayden
Unknown: Peter Clarke

Auto-generated by YouTube.",True,True,13873865.0,44sVQfPdCTGM5JLBRHUngc,2019-12-20,2019-12-20
